geo_id,avIR,4_03.csv,4_04.csv,4_05.csv,4_07.csv,4_08.csv,4_09.csv,4_10.csv,4_11.csv,4_12.csv,4_13.csv,4_14.csv,4_15.csv,4_16.csv,4_17.csv,4_18.csv,4_19.csv,4_20.csv,4_21.csv,4_22.csv,4_23.csv,4_24.csv,4_25.csv,4_26.csv,4_27.csv,4_28.csv,4_29.csv,4_30.csv,5_01.csv,5_02.csv,5_03.csv,5_04.csv,5_05.csv,5_06.csv,5_07.csv,5_08.csv,5_09.csv,5_10.csv,5_11.csv
11385,42.775033882135176,33,29,99,37,81,78,14,89,25,48,28,52,33,36,37,20,51,33,66,63,53,306,-251,35,11,21,40,9,29,25,13,19,20,4,23,24,16,6
11411,29.47141371598991,33,25,38,8,24,30,16,21,11,14,10,11,14,12,6,6,11,9,18,24,7,98,-92,5,4,6,4,4,12,0,10,7,1,2,6,4,0,2
11412,41.62681075391447,38,37,73,16,65,54,14,48,13,32,21,30,25,22,23,12,29,12,54,38,15,162,-131,6,6,23,12,8,14,8,7,7,4,1,8,8,2,1
11413,36.86643292753433,27,40,68,21,73,52,17,61,21,27,20,25,28,17,27,10,27,19,32,35,17,166,-142,13,10,13,16,10,8,8,9,7,8,2,10,13,9,3
11414,26.351866767501633,18,14,89,13,38,29,13,19,20,42,22,15,17,14,5,7,23,10,21,12,11,139,-127,7,0,7,10,5,9,8,2,3,4,1,9,5,6,3
11415,12.940834613720654,13,7,26,8,12,25,8,22,6,8,2,17,8,12,7,4,7,8,9,15,2,99,-85,5,2,3,1,3,10,4,7,8,3,3,1,5,2,4
11416,21.629911419033306,22,21,29,5,29,19,16,15,14,16,12,16,12,11,14,13,13,2,21,24,25,92,-67,9,0,9,8,14,20,10,3,-1,1,0,14,8,8,4
11417,18.804585576232057,11,13,61,8,47,13,10,28,18,23,7,21,18,16,11,10,28,16,22,42,24,125,-109,9,15,21,10,8,10,6,7,5,6,2,13,7,3,3
11418,23.16400985128712,15,21,57,19,38,39,11,39,15,18,13,32,22,29,14,6,21,12,43,28,12,152,-122,22,9,14,8,15,14,13,10,4,8,4,11,13,9,1
11419,33.15434042271954,29,28,68,12,45,40,12,47,23,35,11,18,29,29,33,12,21,17,43,37,21,177,-147,26,5,18,16,14,15,7,12,8,10,3,12,4,12,5
11420,35.44092584982718,26,33,75,33,49,48,20,52,25,45,14,30,22,28,24,9,42,29,53,30,31,180,-144,17,10,11,12,18,18,10,7,10,11,5,12,7,5,4
11421,30.82058097216941,25,18,74,21,63,56,18,47,17,36,22,28,13,21,21,21,23,10,33,37,23,145,-119,15,9,13,14,13,16,17,7,14,7,5,10,11,13,3
11422,31.17843691388407,28,28,58,15,35,39,11,35,15,16,23,19,20,15,19,11,17,10,22,23,19,134,-116,10,8,9,14,2,8,11,8,5,4,4,7,5,9,2
11423,21.404677234029805,14,11,63,20,56,30,11,33,26,24,20,27,23,25,22,12,23,12,17,35,25,128,-102,22,12,9,16,9,8,11,4,10,15,2,55,6,7,4
11426,17.11602600344486,14,8,51,11,18,20,7,22,9,15,3,9,6,14,8,2,8,7,16,18,11,74,-67,0,11,3,4,7,3,1,1,2,1,2,6,5,3,4
11427,24.81524379419716,25,14,51,11,33,28,12,33,16,19,8,19,12,11,16,9,16,4,17,31,17,135,-121,9,7,6,6,3,7,1,2,7,3,3,6,2,6,1
11428,17.78517616030149,12,14,48,11,28,30,10,29,15,18,14,21,11,25,17,6,13,6,22,21,9,105,-92,5,2,9,9,6,4,6,5,6,2,1,5,2,2,1
11429,28.239055740988988,22,26,59,21,30,50,14,40,12,27,20,15,16,16,18,13,17,10,28,26,13,130,-110,9,3,5,9,8,10,4,3,3,4,3,8,7,8,1
11432,35.78055429640517,23,31,88,11,109,63,14,56,29,37,28,37,45,22,36,25,31,20,44,61,34,237,-179,30,31,30,23,19,13,23,14,11,15,2,24,19,10,10
11433,21.925525996281067,13,23,46,15,71,29,9,45,16,22,14,21,27,16,19,17,14,11,25,23,20,130,-100,13,6,12,12,9,8,12,2,6,4,3,4,4,3,1
11434,58.65694677018473,48,51,117,33,110,73,29,63,39,55,36,45,49,37,35,25,34,18,48,56,32,274,-223,16,13,22,17,12,15,15,9,33,33,3,21,31,8,3
11435,40.196870249768835,32,44,65,17,82,58,19,70,29,36,23,34,32,30,29,20,28,18,56,48,36,244,-190,19,10,24,20,20,19,9,14,17,11,12,11,13,15,5
11436,13.503783652296988,11,12,26,8,23,23,5,24,11,12,11,8,9,9,13,8,7,7,20,20,11,65,-55,3,5,10,5,6,1,4,5,2,4,0,3,6,3,1
11691,55.39929064882017,44,53,109,39,80,52,26,92,44,60,87,50,65,42,37,29,18,30,76,41,48,285,-228,24,17,33,22,17,15,12,15,13,24,16,12,16,18,7
11692,16.16691801835259,14,13,32,12,20,21,10,20,13,22,11,9,16,8,16,2,5,9,16,22,11,66,-50,5,2,1,5,4,6,14,13,1,4,0,5,3,3,1
11693,7.951311154232826,4,11,16,7,13,17,1,12,8,15,8,7,4,9,8,1,5,2,3,4,4,41,-35,1,2,1,1,3,4,1,1,1,1,0,1,1,2,0
11694,19.933779079350643,13,25,41,10,25,28,12,18,11,13,21,14,11,20,8,7,10,9,19,37,11,85,-67,7,7,12,10,4,5,8,1,4,0,0,4,14,3,1
11697,2.910836234805174,1,3,10,0,8,9,2,0,0,2,4,2,1,1,0,0,0,0,1,4,1,18,-16,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0
11697,2.840523734805174,1,3,10,0,8,0,11,0,0,2,4,2,1,1,0,0,0,0,1,4,1,18,-16,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0
