0,geo_id,ClusterID
0.0,10464,0
0.112877816,10471,2
0.7778111,11210,5
0.20179829,11232,2
0.11261013,11428,2
0.13632163,11411,2
0.17405209,11427,2
0.07912311,10307,2
0.536611,10451,3
0.070987314,11004,2
0.27246368,10014,2
0.7081404,11432,4
0.8298917,11375,6
0.9671794,11220,7
0.48047978,10465,3
0.8438997,11203,6
0.712041,10033,4
0.04406947,10044,0
0.30865297,11422,3
0.45780188,11367,3
0.036468387,10005,0
0.081119746,10470,2
0.4006235,11358,3
0.122576356,11360,2
0.6952824,10009,3
0.98027337,11236,7
0.20029894,11370,2
0.1383022,10037,1
0.1544444,10001,2
0.1366517,11426,2
0.15163231,10038,2
0.17115134,10310,2
0.1258103,11436,2
0.07369718,11366,2
0.13239846,11694,2
0.028265774,11363,0
0.1476675,10075,2
0.20731732,10303,2
0.39675498,11378,3
0.54701954,11237,4
0.12858787,11692,2
0.53845096,10459,3
0.025516272,10007,0
0.24474946,10036,2
0.039427042,10280,0
0.10506958,10302,2
0.22383565,11416,2
0.51181716,11365,3
0.73323214,11372,5
0.82413864,10466,5
0.23979872,10013,2
0.062978804,11239,0
0.018432498,10006,0
0.4764333,11413,4
0.38412362,11433,3
0.050745487,10474,0
0.17314085,11356,2
0.017447114,10004,0
0.060211062,11693,2
0.041089237,10018,0
0.9353324,11206,5
0.9884366,11211,6
0.94044775,10025,5
0.8934488,10458,5
0.87090623,11235,6
0.8427651,11218,5
0.54284024,11420,4
0.7662768,11213,4
0.8218099,10469,5
0.4894694,10040,3
0.3868099,11222,3
0.94269526,11219,4
0.5834817,10021,3
0.7030748,10027,3
0.731522,10312,4
0.42085633,11106,3
0.673337,10024,4
0.8624049,11233,5
0.71658605,10460,3
0.43012577,10026,3
0.48576933,11374,3
0.39209366,11364,3
0.645473,11354,4
0.27379894,10022,2
0.47582424,10475,3
0.5500077,11419,4
0.5887056,10028,3
0.27878895,10010,2
0.59779793,10011,3
0.84974897,11212,4
0.9391409,11230,5
0.7453439,10032,4
0.8458023,10002,4
0.711757,11225,4
0.7228087,10031,4
0.96128666,11373,7
1.0000001,11368,7
0.43859002,11357,3
0.45734704,11421,3
0.11852592,11415,2
0.45421964,11217,3
0.22698295,11429,3
0.4183666,11418,3
0.08588469,10017,1
0.92547977,11377,6
0.86374104,10462,6
0.10954881,11362,2
0.23256823,10039,2
0.21183997,11104,2
0.2937533,11423,3
0.48812097,10034,3
0.52216864,11224,3
0.40277553,11412,3
0.33367288,10309,3
0.2872814,11102,3
0.27076072,10030,2
0.2547016,11414,2
0.44182628,10304,3
0.40618777,11379,3
0.95699155,11214,7
0.36265576,10035,2
0.38135427,11103,3
0.5110669,11228,3
0.22289813,11361,2
0.71848357,10473,4
0.7995044,10463,5
0.3069764,11417,3
0.25425297,10065,2
0.8661326,11204,4
0.5812428,10003,1
0.5064755,11205,3
0.6559822,11238,4
0.15777004,10012,2
0.28037605,10308,3
0.41028705,10454,2
0.88292825,10453,4
0.9450687,10314,6
0.75601965,11434,5
0.71097434,11435,5
0.67571664,10023,4
0.909443,11221,6
0.9584421,10456,5
0.5984957,10016,3
0.86715275,10029,4
0.8906492,11355,5
0.8364948,10457,4
0.39339134,10301,3
0.5501116,10461,3
0.33434135,11369,3
0.8743566,10468,6
0.9950212,11385,7
0.26611686,11101,1
0.47066075,10305,3
0.41865057,11231,3
0.98737586,10467,7
0.63714015,10306,4
0.89910346,11223,5
0.6797652,11201,4
0.857283,10452,4
0.4735253,10455,3
0.9814988,11226,7
0.75812835,11691,4
0.5727816,10019,1
0.97686505,11208,6
0.79084903,10472,4
0.4053279,11105,3
0.80597234,11215,5
0.6773553,10128,4
0.9682553,11234,7
0.6918758,11216,4
0.9114844,11229,6
0.9514072,11207,6
0.78786063,11209,5
0.0049737096,11697,0
